"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 16 18:01:26 GMT 2023","Tue May 16 18:01:28 GMT 2023","1994","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceDisabled","testPriceDisabled","Test that price input on filter modal is disabled if check in and out is not provided"
"passed","Tue May 16 18:01:42 GMT 2023","Tue May 16 18:01:45 GMT 2023","2980","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMinNumberForRoomsAndBeds","testSelectingMinNumberForRoomsAndBeds","Test that the min allowed numbers for Rooms and Beds input is 0 and decrease button is disabled after"
"passed","Tue May 16 18:01:32 GMT 2023","Tue May 16 18:01:37 GMT 2023","4653","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectAllAmenities","testSelectAllAmenities","Test that all Amenities can be selected"
"passed","Tue May 16 18:01:02 GMT 2023","Tue May 16 18:01:14 GMT 2023","12003","Tests","Testcases","com.example.tests.AllListingsTest","com.example.tests.AllListingsTest","testTotalLoadedListEqualAllButton","testTotalLoadedListEqualAllButton","This test to verify that the listing loaded is the same as on the All Button"
"passed","Tue May 16 18:01:29 GMT 2023","Tue May 16 18:01:31 GMT 2023","2495","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceEnabledWhenDatesAreProvided","testPriceEnabledWhenDatesAreProvided","Test that price input on filter modal is enabled if date is provided"
"passed","Tue May 16 18:01:37 GMT 2023","Tue May 16 18:01:42 GMT 2023","4552","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMaxNumberForRoomsAndBeds","testSelectingMaxNumberForRoomsAndBeds","Test that the max allowed numbers for Rooms and Beds input is 10 and increase button is disabled after"
"passed","Tue May 16 18:01:23 GMT 2023","Tue May 16 18:01:26 GMT 2023","2471","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceCannotBeZero","testPriceCannotBeZero","Test that price input on filter modal can not be zero"
"passed","Tue May 16 18:01:15 GMT 2023","Tue May 16 18:01:23 GMT 2023","7773","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testClearAll","testClearAll","Test Clear All resets all applied filters"
