"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 16 17:46:10 GMT 2023","Tue May 16 17:46:12 GMT 2023","2168","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceDisabled","testPriceDisabled","Test that price input on filter modal is disabled if check in and out is not provided"
"passed","Tue May 16 17:46:13 GMT 2023","Tue May 16 17:46:15 GMT 2023","2453","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceEnabledWhenDatesAreProvided","testPriceEnabledWhenDatesAreProvided","Test that price input on filter modal is enabled if date is provided"
"passed","Tue May 16 17:46:21 GMT 2023","Tue May 16 17:46:25 GMT 2023","4513","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMaxNumberForRoomsAndBeds","testSelectingMaxNumberForRoomsAndBeds","Test that the max allowed numbers for Rooms and Beds input is 10 and increase button is disabled after"
"passed","Tue May 16 17:45:45 GMT 2023","Tue May 16 17:45:57 GMT 2023","12791","Tests","Testcases","com.example.tests.AllListingsTest","com.example.tests.AllListingsTest","testTotalLoadedListEqualAllButton","testTotalLoadedListEqualAllButton","This test to verify that the listing loaded is the same as on the All Button"
"passed","Tue May 16 17:45:58 GMT 2023","Tue May 16 17:46:06 GMT 2023","7925","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testClearAll","testClearAll","Test Clear All resets all applied filters"
"passed","Tue May 16 17:46:07 GMT 2023","Tue May 16 17:46:09 GMT 2023","2615","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceCannotBeZero","testPriceCannotBeZero","Test that price input on filter modal can not be zero"
"passed","Tue May 16 17:46:26 GMT 2023","Tue May 16 17:46:29 GMT 2023","2728","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMinNumberForRoomsAndBeds","testSelectingMinNumberForRoomsAndBeds","Test that the min allowed numbers for Rooms and Beds input is 0 and decrease button is disabled after"
"passed","Tue May 16 17:46:16 GMT 2023","Tue May 16 17:46:20 GMT 2023","4502","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectAllAmenities","testSelectAllAmenities","Test that all Amenities can be selected"
