"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 09:39:20 GMT 2023","Thu May 18 09:39:22 GMT 2023","1776","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceDisabled","testPriceDisabled","Test that price input on filter modal is disabled if check in and out is not provided"
"passed","Thu May 18 09:39:17 GMT 2023","Thu May 18 09:39:19 GMT 2023","2188","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceCannotBeZero","testPriceCannotBeZero","Test that price input on filter modal can not be zero"
"passed","Thu May 18 09:39:25 GMT 2023","Thu May 18 09:39:29 GMT 2023","4173","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectAllAmenities","testSelectAllAmenities","Test that all Amenities can be selected"
"passed","Thu May 18 09:39:30 GMT 2023","Thu May 18 09:39:34 GMT 2023","4325","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMaxNumberForRoomsAndBeds","testSelectingMaxNumberForRoomsAndBeds","Test that the max allowed numbers for Rooms and Beds input is 10 and increase button is disabled after"
"passed","Thu May 18 09:38:56 GMT 2023","Thu May 18 09:39:08 GMT 2023","11928","Tests","Testcases","com.example.tests.AllListingsTest","com.example.tests.AllListingsTest","testTotalLoadedListEqualAllButton","testTotalLoadedListEqualAllButton","This test to verify that the listing loaded is the same as on the All Button"
"passed","Thu May 18 09:39:35 GMT 2023","Thu May 18 09:39:37 GMT 2023","2581","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testSelectingMinNumberForRoomsAndBeds","testSelectingMinNumberForRoomsAndBeds","Test that the min allowed numbers for Rooms and Beds input is 0 and decrease button is disabled after"
"passed","Thu May 18 09:39:22 GMT 2023","Thu May 18 09:39:24 GMT 2023","2299","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testPriceEnabledWhenDatesAreProvided","testPriceEnabledWhenDatesAreProvided","Test that price input on filter modal is enabled if date is provided"
"passed","Thu May 18 09:39:09 GMT 2023","Thu May 18 09:39:16 GMT 2023","7373","Tests","Testcases","com.example.tests.FiltersFormTest","com.example.tests.FiltersFormTest","testClearAll","testClearAll","Test Clear All resets all applied filters"
